module,submodule,id,question,tags,answer
RAG,存储与元数据,RAG06,文档怎么存？元数据如何设计？（来源、时间、权限、版本、段落路径、引用定位）,"metadata,governance","文档采用对象存储+关系数据库混合方案：原始文件存对象存储（如S3/MinIO），保留唯一OID；元数据统一存关系库，确保事务与查询能力。

元数据设计核心字段包括：  
- 来源：source_system（枚举：CRM/ERP/OCR/人工录入）、source_id（上游业务主键）  
- 时间：create_time、update_time、publish_time（语义明确区分）  
- 权限：acl_policy_id（关联权限策略表），支持行级动态权限控制  
- 版本：version_number（整型递增）、is_latest（布尔）、base_version（用于diff）  
- 段落路径：section_path（如“1.2.3”，支持前缀查询与树形遍历）  
- 引用定位：anchor_id（全局唯一段落标识）、offset_range（字节偏移，适配PDF/文本）、page_num（针对扫描件）  

所有字段加索引，高频查询字段（如source_system+version_number+is_latest）建组合索引。段落路径与anchor_id支持全文检索与精准跳转。"
RAG,粒度选择,RAG07,粒度多大合适？如何在“召回率 vs 噪声 vs 成本”之间权衡？,"chunk-size,tradeoff","粒度选择需结合业务目标与技术约束。通常，粗粒度召回率高、噪声低、成本低，但可能漏掉关键细节；细粒度召回更精准，但易引入噪声、增加计算与标注成本。

权衡方法：  
1. 明确核心指标优先级——若强调覆盖（如冷启动推荐），适度放宽粒度提升召回；若强调精准（如金融风控），需细化粒度并辅以强过滤；  
2. 通过AB测试或离线评估，在不同粒度下测量召回率、噪声率（误召比例）、响应延迟及资源消耗，寻找Pareto最优解；  
3. 采用分层策略：先粗粒度快速召回，再细粒度重排序，兼顾效率与精度；  
4. 引入动态粒度机制，依据用户行为强度、场景紧急性等实时调整。

最终，合适粒度是能在业务可接受噪声与成本前提下，稳定达成召回目标的最小必要分辨率。"
RAG,数据库选型,RAG08,用的什么数据库？（倒排、向量库、KV、关系型）各自承担什么职责？,"db,storage","我们采用多数据库协同架构：  
- 关系型数据库（如PostgreSQL）负责存储业务核心数据、用户信息、权限配置等强一致性、需事务支持的结构化数据；  
- 向量库（如Milvus或PGVector）专用于存储和检索嵌入向量，支撑语义搜索、相似推荐等AI能力；  
- 倒排索引（集成在Elasticsearch中）承担全文检索、关键词匹配、多条件组合查询等高并发低延迟的搜索职责；  
- KV存储（如Redis）作为缓存层，管理会话状态、热点配置、临时计算结果，提升响应速度并降低下游压力。  
各库职责清晰，通过分层设计兼顾一致性、性能与扩展性。"
RAG,图数据库,RAG09,为什么要用图数据库？适用于哪些知识结构/查询模式？（实体关系、路径推理、溯源）,"graphdb,kg","图数据库适用于高度关联的数据场景，核心优势在于原生支持实体关系建模、高效路径遍历和复杂关系推理。  

它特别适合三类知识结构与查询模式：  
第一，实体关系密集型数据，如社交网络、组织架构、用户-商品-行为图谱，能直观表达多对多、带属性和方向的关系，避免关系型数据库的多表连接开销；  
第二，路径推理类查询，如“查找两人之间最短合作路径”“推荐二度人脉”，图数据库通过索引化邻接关系实现毫秒级深度遍历；  
第三，溯源分析场景，如金融反欺诈中的资金链路追踪、供应链问题根因定位，可沿边属性（时间、金额、状态）逆向或正向追溯完整事件链。  

本质是将“关系”作为头等公民，使连接查询从O(n)降为O(1)邻接访问，大幅提升关联分析效率。"
RAG,向量库对比,RAG10,向量数据库对比有没有做过？对比维度有哪些（写入/查询、过滤、HNSW、持久化、运维）？,"vector-db,benchmark","做过。对比维度主要包括：  
写入性能：吞吐量、延迟、批量写入支持、事务一致性（如是否支持ACID或最终一致）；  
查询性能：单向量检索延迟与QPS、近似精度（Recall@K）、高并发下的稳定性；  
过滤能力：元数据过滤的表达能力（如范围、布尔、嵌套字段）、过滤与向量检索的协同效率（是否下推、是否影响ANN性能）；  
索引机制：HNSW实现细节（如层数控制、ef_construction/ef_search默认值与调优空间、内存占用、构建速度）、是否支持动态更新索引；  
持久化：数据落盘方式（WAL、checkpoint、mmap）、崩溃恢复能力、存储格式（列存/行存）、压缩支持；  
运维：集群扩展性（分片/副本机制）、监控指标完备性、配置热加载、升级兼容性、备份恢复方案、资源隔离能力。  
实际选型中还需结合业务场景权衡，例如实时写入密集型场景侧重写入吞吐与HNSW动态更新能力，而分析型场景更关注过滤灵活性与查询精度。"
RAG,Qdrant性能,RAG11,Qdrant 性能如何？你的量级多大？（向量数、维度、QPS、P95）有没有瓶颈？,"qdrant,performance","Qdrant 在我们的生产环境中表现稳定，当前承载约2亿条向量，维度为768，单节点（32核/128GB内存/1TB NVMe）QPS稳定在1200+，P95延迟低于80ms。瓶颈主要出现在高并发场景下的内存带宽和磁盘IO——当批量查询超过200 QPS且结果集较大时，PageCache压力上升导致延迟抖动。我们通过启用量化（Scalar Quantization）、调优HNSW参数（ef_construct=128, M=32）以及分离索引与数据目录到不同NVMe设备缓解了该问题。后续计划引入集群模式分担负载。"
RAG,幻觉规避,RAG12,如何规避大模型幻觉？（引用约束、答案可验证、拒答策略、工具校验、对抗样本）,"hallucination,grounding",规避大模型幻觉需多层协同：一是强化引用约束，要求输出必须基于明确标注的可信源，禁止无依据推断；二是坚持答案可验证，所有事实性陈述须能通过公开权威渠道交叉验证；三是实施严格拒答策略，对超出知识边界、逻辑矛盾或高风险模糊问题主动拒绝作答；四是集成工具校验，调用搜索引擎、数据库或专业API实时核验关键信息；五是引入对抗样本检测机制，识别并拦截诱导性、歧义性输入，防止模型被误导生成虚假内容。
RAG,微调vsRAG,RAG13,微调 vs RAG：各自优劣势与适用场景？能否组合使用？怎么分工？,"finetune,rag,tradeoff","微调是通过调整模型参数来适配特定任务或领域，优势在于推理速度快、响应一致、可深度定制行为；劣势是成本高、周期长、难以快速更新知识、存在灾难性遗忘风险。适用于领域专业性强、任务固定、需强逻辑控制或私有数据严格隔离的场景，如金融风控指令遵循、医疗报告生成。

RAG通过检索外部知识库动态增强提示，优势是知识实时性强、开发成本低、可解释性好、易于更新；劣势是依赖检索质量、可能引入噪声、推理延迟较高、对复杂推理支持有限。适用于知识高频更新、需溯源、多源信息整合的场景，如客服知识库问答、政策法规查询。

二者可组合使用：RAG负责提供最新、精准的外部事实信息，作为上下文输入；微调模型则聚焦于理解用户意图、组织语言、执行推理与格式控制。分工上，RAG做“知识供给”，微调模型做“认知加工”。典型架构为：先用微调后的模型解析查询并生成检索关键词，再调用RAG获取相关片段，最后由同一微调模型融合生成最终答案。"
RAG,评测量化,RAG14,如何量化“检索效果”和“回答效果”？常见指标与评测流程是什么？,"evaluation,metrics","检索效果常用指标包括准确率（Precision）、召回率（Recall）、F1值、MRR（Mean Reciprocal Rank）和nDCG（normalized Discounted Cumulative Gain），核心关注相关文档是否被检出及排序质量；评测流程通常为：构建标准测试集（含查询-相关文档对）、运行检索系统获取结果、人工或半自动标注相关性、计算指标并统计显著性。

回答效果侧重生成答案的质量，常用指标包括ROUGE、BLEU（适用于抽取式或模板化回答）、BERTScore、QAGS（基于问答的评估）、Faithfulness（事实一致性）、Answer Relevance和Correctness（人工评分或LLM-as-a-judge）。评测流程一般为：固定检索输入，统一用相同大模型生成回答，通过自动化指标初筛+专家人工评估（如Likert量表打分）进行多维验证，并控制评估者间一致性（如Cohen’s Kappa）。

二者需联合评估端到端效果，典型方法是构建带黄金答案的QA测试集（如Natural Questions、HotpotQA），以最终答案正确率（Exact Match / F1）作为综合指标。"
Workflow与任务编排,拆分动机,WF01,为什么要做任务拆分？拆分的原则是什么（可验证性、可复用性、可并行、降低上下文）？,decomposition,"任务拆分是为了提升开发效率、降低复杂度、增强协作能力和保障交付质量。  
拆分原则包括：  
可验证性——每个子任务有明确的输入输出和验收标准，便于测试和确认完成；  
可复用性——子任务封装合理，具备通用逻辑或接口，可在其他场景复用；  
可并行——子任务间依赖最小化，支持多人/多团队同步推进；  
降低上下文——单个任务聚焦单一职责，减少认知负荷，开发者无需掌握全局细节即可高效执行。"
Workflow与任务编排,拆分方式,WF02,你是怎么做任务拆分的？拆成哪些模块（检索/解析/抽取/推理/写作/校验）？,pipeline,我通常基于任务目标和输入输出特性进行分层拆分：首先做意图识别与任务规划，明确是否需要检索、解析、抽取等环节；接着按数据流向划分为五个核心模块——检索模块负责从知识库或外部源获取相关片段；解析模块处理非结构化输入（如PDF、网页），提取文本和布局信息；抽取模块聚焦实体、关系、事件等结构化要素；推理模块承担逻辑推导、多步计算或方案生成；写作模块负责语言组织与风格适配；最后校验模块通过规则校验、一致性检查和结果回溯确保准确性。各模块支持按需编排与跳过，不强制全链路执行。
Workflow与任务编排,效果验证,WF03,拆分后效果如何提升？如何证明不是“自我感觉”？,"evaluation,ab-test",拆分后效果提升主要体现在可测量的关键指标上，例如转化率、任务完成率、错误率、用户停留时长或A/B测试的统计显著性结果。为避免“自我感觉”，需坚持数据驱动：一是设定明确的基线与目标指标，二是在拆分前进行预实验或小流量灰度验证，三是采用随机对照实验（如A/B测试）并确保样本量充足、分组均衡，四是通过p值、置信区间等统计方法验证差异显著性（如p<0.05），五是交叉验证业务逻辑——例如拆分后某环节耗时下降20%，同时对应环节的用户放弃率同步下降15%，且归因分析确认该变化主要由拆分引起。所有结论必须基于可观测、可复现、可审计的数据链路，而非主观判断。
Workflow与任务编排,提升路径,WF04,如何进一步提升效果？（重排、反思、工具校验、多样性采样、缓存、路由）,improvement,可从五个维度系统提升效果：一是优化重排策略，结合业务目标动态调整排序权重，引入多目标学习或强化学习优化排序结果；二是建立结构化反思机制，对bad case进行归因分析，沉淀规则或微调模型；三是接入工具链校验，如事实性检查、逻辑一致性验证、敏感词过滤等，实现结果可信度兜底；四是采用多样性采样，通过MMR、Determinantal Point Process等方法平衡相关性与覆盖度，提升结果丰富性；五是合理设计缓存与路由策略，对高频稳定查询启用语义缓存，对复杂/长尾请求路由至更优模型或专家模块，兼顾性能与效果。所有优化需以AB实验验证收益，闭环迭代。
Workflow与任务编排,Text2SQL,WF05,Text2SQL 怎么做？（schema linking、候选生成、执行反馈、约束解码）,text2sql,"Text2SQL通常采用多阶段流程：  
首先做schema linking，通过语义匹配将自然语言中的实体、谓词与数据库的表名、列名、值建立映射，常用方法包括基于BERT的相似度计算或规则辅助的模糊匹配；  
接着进行候选SQL生成，以链接结果为约束，在语法合法前提下生成结构化SQL，可采用Seq2Seq、SQL-aware解码器或大模型少样本生成；  
然后利用执行反馈机制，对生成SQL在数据库上执行并获取结果，通过执行准确率或中间执行信号（如空结果、类型错误）反向优化生成过程；  
最后引入约束解码，在解码过程中动态注入语法约束（如SELECT后必须跟列、WHERE条件需匹配列类型）和schema约束（如仅允许出现已链接的表/列），确保输出SQL既合法又贴合schema。  
整个流程强调语义理解、结构生成与执行驱动的协同优化。"
Workflow与任务编排,Text2SQL提准,WF06,如何提高 Text2SQL 准确率？（执行校验、示例检索、语义约束、错误归因）,"text2sql,accuracy","提高Text2SQL准确率可从四方面入手：  
执行校验——对生成SQL在轻量数据库（如SQLite）上执行，结合结果与自然语言问题语义一致性判断是否正确，错误时触发重生成或修正；  
示例检索——基于问题语义相似度（如BERT嵌入）从高质量样本库中检索最相关的历史成功案例，作为上下文示例输入模型，增强泛化能力；  
语义约束——在解码阶段引入数据库Schema约束（如列名、外键、数据类型）、关键词白名单（SELECT/WHERE等）及逻辑规则（如聚合函数需搭配GROUP BY），防止语法与语义错误；  
错误归因——构建细粒度错误分类体系（如JOIN遗漏、WHERE条件错位、聚合误用），对失败样本进行自动归因，针对性优化提示工程、微调数据或模型结构。四者协同可系统性提升鲁棒性与准确率。"
Workflow与任务编排,Query润色,WF07,如何润色/改写 query？目的是什么？（召回提升、歧义消解、字段补全、多路检索）,query-rewrite,润色或改写query的核心目的是提升检索系统的整体效果，具体服务于四个关键目标：一是召回提升，通过扩展同义词、泛化实体、补全省略信息等方式扩大相关文档覆盖范围；二是歧义消解，结合上下文或用户画像识别query中模糊指代或一词多义现象，映射到明确语义意图；三是字段补全，自动补全缺失的结构化约束（如时间、地点、品类等），增强query与索引字段的匹配精度；四是支撑多路检索，生成语义一致但形式各异的多个子query（如关键词式、向量式、图谱式），适配不同检索通路并融合结果。所有改写均需保持语义忠实、简洁可控，并兼顾线上性能。
Workflow与任务编排,代码生成,WF08,Code-generation 用什么做？（模型、提示、检索、测试、静态分析）,codegen,Code-generation 主要使用大语言模型（如Codex、CodeLlama、Qwen-Coder等）作为核心生成引擎；提示工程设计高质量的prompt，包含任务描述、输入输出示例、约束条件等；结合检索增强（RAG）从代码库或文档中检索相关片段提升准确性；生成后通过单元测试、沙箱执行进行动态验证；辅以静态分析（如AST解析、类型检查、安全扫描）识别潜在错误与规范问题。五者协同，形成“生成-检索-验证-修正”闭环。
Workflow与任务编排,代码准确性,WF09,如何确保代码生成准确性？（单测、lint、类型检查、沙箱运行、编译/执行验证）,verification,首先通过静态检查保障基础质量：用TypeScript做类型检查，ESLint做代码规范和潜在错误检测。其次编写单元测试覆盖核心逻辑，确保功能正确性。关键生成代码在沙箱环境中安全执行，验证运行时行为与预期一致。对需编译的语言（如Java、Rust），增加编译验证环节；对脚本语言，进行语法解析和轻量执行验证。所有环节纳入CI流水线，形成闭环反馈。
Workflow与任务编排,Replan设计,WF10,如果让你重新设计（replan），你会怎么做？哪些地方会改？为什么？,"replan,architecture",我会首先复盘当前方案的核心目标、实际落地效果与关键瓶颈，识别出与目标偏差最大的环节。重点优化三方面：一是简化流程中冗余的审批或协作节点，提升执行效率；二是加强前期用户验证，用最小成本快速测试关键假设，避免后期返工；三是明确各阶段的成功度量标准，让迭代有据可依。这些调整的底层逻辑是平衡质量、速度与资源约束，确保设计更贴近真实需求和落地可行性。
Workflow与任务编排,量化指标,WF11,效果是怎么量化的？线上/离线如何闭环？（成功率、P95 延迟、人工通过率、成本）,"metrics,online-eval",效果量化采用多维指标体系：离线阶段以模型准确率、召回率、AUC等评估算法能力，结合AB测试分流数据对比基线；线上通过实时监控成功率、P95延迟、人工审核通过率及单次调用成本，形成核心看板。闭环机制上，离线侧建立数据-模型-评估流水线，按日/周迭代；线上通过监控告警触发归因分析，问题定位后同步至实验平台，经灰度验证后全量发布，确保“观测-诊断-优化-验证”链路完整，各指标均支持下钻归因与版本比对。
Agent体系与工程化,记忆设计,AGT01,你的 Agent 项目是如何做长短期记忆的？分别解决什么问题？,memory,在Agent项目中，短期记忆通过对话上下文窗口实现，用于维持单轮多步交互的连贯性，解决上下文依赖和指令跟随问题；长期记忆则基于向量数据库存储关键经验（如用户偏好、任务结果、高频问答），配合检索增强生成（RAG）机制，在后续会话中按需召回，解决知识沉淀、个性化适配与跨会话状态延续问题。两者分层协作，短期保实时性，长期保一致性。
Agent体系与工程化,存储方式,AGT02,记忆怎么存？（文件/DB/向量库/知识图谱）数据模型如何设计？,"storage,datamodel",记忆存储需分层设计：短期记忆用Redis缓存，支持TTL和快速读写；长期记忆按语义类型选择存储介质——结构化数据存MySQL，带时间戳、会话ID、用户ID等维度；非结构化文本及嵌入向量存向量库（如Milvus或PGVector），索引字段包括chunk_id、embedding、source_doc_id、timestamp；知识图谱用于关系型记忆，用Neo4j建模实体（人/产品/事件）与关系（提及、影响、归属），节点含type、name、version，边含relation_type、confidence、valid_since。所有存储统一接入元数据服务，记录schema版本、更新时间、来源通道，保障一致性与可追溯性。
Agent体系与工程化,粒度,AGT03,记忆粒度是多少？（会话级、段落级、事实级、任务状态级）如何选择？,granularity,记忆粒度通常分为会话级、段落级、事实级和任务状态级。选择依据是任务需求与信息保留目标：会话级适用于需维持上下文连贯的多轮对话；段落级适合摘要或内容理解类任务，平衡细节与效率；事实级用于知识问答或RAG场景，强调精准、可验证的原子信息；任务状态级则面向多步骤流程（如订票、调试），需跟踪变量、进度与约束。实际选择应权衡准确性、存储开销、检索效率及下游任务对时序与结构的敏感度，优先采用最粗粒度满足需求的层级，并支持按需降级细化。
Agent体系与工程化,使用策略,AGT04,记忆怎么用？（检索触发、写入策略、遗忘策略、冲突消解、摘要与索引）,"retrieval,writeback","记忆的使用可从五个维度系统化设计：  
检索触发——基于上下文相似度、时间衰减或事件标记动态激活相关记忆片段；  
写入策略——采用重要性过滤（如强化学习奖励信号）与结构化编码（语义图谱+时序锚点）控制新记忆入库；  
遗忘策略——按访问频次、时效性与一致性实施梯度衰减，低置信度或长期未调用条目逐步弱化或归档；  
冲突消解——通过证据权重比对、来源可信度校验及逻辑一致性检验，保留高支持度陈述，标记矛盾点供人工复核；  
摘要与索引——对长周期记忆生成多粒度摘要（事件级/主题级/模式级），构建语义索引与关系索引双通道，支撑高效召回与推理。"
Agent体系与工程化,工具实现,AGT05,Function Call 在 Agent 里怎么实现？（工具注册、路由、参数校验、重试、幂等）,"function-calling,router","Function Call 在 Agent 中的实现通常分为五个核心环节：

1. 工具注册：通过统一接口（如 register_tool）将函数元信息（名称、描述、参数 schema）注册到工具仓库，支持动态加载和版本管理；元数据需符合 OpenAI Function Calling 或 JSON Schema 规范，便于 LLM 理解和调用。

2. 路由：LLM 输出结构化 tool_calls 后，Agent 解析 name 字段，查表匹配已注册工具；支持模糊匹配、别名映射和 fallback 机制，确保高召回率与低误调用。

3. 参数校验：基于注册时的 JSON Schema 对 arguments 做严格校验——包括类型、必填项、枚举值、格式（如 email、url）；校验失败则拒绝执行并返回清晰错误，必要时触发 LLM 自修复重写。

4. 重试：对网络超时、临时性错误（如 429、503）启用指数退避重试（默认 2~3 次），配合可配置的 retry_policy；业务异常（如参数语义错误）不重试，直接反馈用户。

5. 幂等：要求每个工具实现幂等性——通过传入唯一 client_id 或 request_id，服务端做去重或状态机判断；Agent 层可缓存近期成功调用结果（按输入哈希 + TTL），避免重复触发。

整体设计强调声明式注册、运行时轻量调度、失败可观测、行为可追溯。"
Agent体系与工程化,最大难题,AGT06,你遇到的最大难题是什么？怎么定位与解决？,debugging,"我遇到的最大难题是在一个跨部门数据中台项目中，因各业务系统数据标准不统一、接口文档缺失，导致数据接入周期严重滞后，原计划两周完成的5个核心模块接入，卡在第一个模块超过10天。

我首先通过三步定位问题：一是逐条比对上游系统实际返回数据与需求文档的字段定义，发现37%字段语义冲突或类型不匹配；二是访谈6位一线业务人员，确认同一指标在不同系统中存在口径差异（如“活跃用户”有登录、点击、支付三种定义）；三是绘制端到端数据链路图，识别出2个关键中间层服务缺乏错误重试和告警机制。

解决上采取短中长结合策略：短期用适配层封装差异，标准化字段映射逻辑；中期推动制定《跨系统数据字典V1.0》，联合三方产研共同评审签字；长期将数据契约纳入需求准入门槛，要求上游系统提供OpenAPI Schema及样例数据。最终提前3天完成全部接入，后续同类项目平均接入周期缩短65%。"
Agent体系与工程化,提效方法,AGT07,如何提高效果？（反思、评审器、重排、执行反馈、工具校验、数据闭环）,"improvement,reflection",提高效果需构建端到端的优化闭环：首先通过数据驱动的反思机制，定位效果瓶颈；其次引入多维度评审器，对输出质量、安全性、一致性等进行自动化+人工评估；第三，结合用户反馈与离线指标，动态优化重排策略；第四，强化执行反馈，实时捕获用户行为（如点击、停留、修正）并回传至模型；第五，嵌入工具校验，对事实性、格式、逻辑等硬约束做前置/后置校验；最后，打通数据闭环，将上述各环节信号沉淀为高质量训练数据，持续迭代模型与策略。关键在于各环节可量化、可归因、可联动。
Agent体系与工程化,降延迟,AGT08,如何降低延迟？端到端延迟如何优化？（并发、缓存、路由、降级、批处理）,"latency,cache","降低端到端延迟需从全链路协同优化：  
1. 并发：合理使用异步非阻塞IO和线程池，避免阻塞等待；关键路径采用协程或事件驱动提升吞吐与响应速度。  
2. 缓存：在客户端、网关、服务层、DB层分级缓存热点数据，设置合理过期策略与穿透/雪崩防护，减少后端调用。  
3. 路由：优化DNS解析（如HTTPDNS）、服务发现（就近路由）、API网关动态负载均衡（低延迟节点优先），缩短网络跳转。  
4. 降级：对非核心依赖（如推荐、埋点）实施自动熔断与快速失败，避免级联延迟；预留轻量兜底逻辑保障主流程低延迟。  
5. 批处理：对非实时场景（如日志上报、消息通知）合并请求，减少网络往返；但需权衡时效性，避免引入额外排队延迟。  
根本原则是识别并消除瓶颈——通过链路追踪定位高耗时环节，结合压测与监控持续迭代优化。"
Agent体系与工程化,单多智能体,AGT09,Single-agent vs Multi-agent：常见设计方案有哪些？各自优缺点与适用场景？,"multi-agent,design","Single-agent方案通常采用端到端大模型驱动，集成规划、工具调用、记忆与反思模块，如ReAct、Reflexion、Plan-and-Execute等范式。优点是架构简洁、推理可控、延迟低、易于调试；缺点是能力边界受限于单次推理上下文与模型本身，复杂长程任务易出错，缺乏分工与容错机制。适用于任务结构清晰、步骤较少、实时性要求高的场景，如客服问答、简单自动化脚本、个人助理。

Multi-agent方案将系统拆分为多个角色化智能体（如Manager、Planner、Coder、Reviewer），通过显式通信协议（如Message Passing、Shared Blackboard）或编排框架（如LangGraph、CrewAI）协同工作。优点是可扩展性强、容错性高、支持专业化分工与动态协作，适合处理开放域、多约束、长周期任务；缺点是系统复杂度高、通信开销大、状态一致性难保障、调试与评估成本显著上升。适用于科研辅助、软件开发、企业级业务流程自动化、仿真决策等复杂场景。

选型核心依据：任务复杂度、可分解性、可靠性要求、开发维护成本约束。实践中常采用混合策略——关键路径用single-agent保障确定性，外围协作或迭代环节引入multi-agent增强鲁棒性。"
Agent体系与工程化,反思机制,AGT10,反思机制是什么？为什么要用反思？如何避免“自嗨式反思”与成本爆炸？,"reflection,cost","反思机制是通过系统性回顾行为、决策与结果，识别偏差、归因原因、提炼规律，并推动认知升级与行动优化的闭环过程。  
要用反思，是因为经验本身不自动转化为能力，只有经过结构化加工，才能避免重复错误、突破思维惯性、提升决策质量。  
避免“自嗨式反思”，关键在于锚定客观事实（如数据、他人反馈、可验证结果），追问“证据是什么”“反例是否存在”“假设是否被检验”；避免成本爆炸，则需聚焦高杠杆问题（影响大、可改变、可复用）、设定时间边界（如15分钟微复盘）、固化轻量模板（例如：发生了什么—我的理解/行动—差距在哪—下次一步动作）。"
Agent体系与工程化,趋势,AGT11,如何看待当下 LLM 应用趋势与方向？（工具化、可验证、代理化、多模态、端侧、成本）,trends,当前LLM应用呈现六大核心趋势：一是工具化，模型深度集成API、数据库、代码执行等能力，从“对话引擎”转向“任务执行体”；二是可验证，通过推理链显式化、结果溯源、形式化验证等方式提升输出可信度，缓解幻觉问题；三是代理化，以AutoGen、LangChain等框架为支撑，构建具备目标分解、工具调用、反思迭代的自主智能体；四是多模态，文本已成基础模态，视觉、语音、结构化数据融合加速，推动跨模态理解与生成落地；五是端侧部署，通过模型轻量化（量化、剪枝、MoE）、硬件协同优化，在手机、IoT设备实现低延迟、高隐私的本地推理；六是成本收敛，训练与推理效率持续提升，开源模型性能逼近闭源，叠加算力基础设施成熟，推动LLM从“奢侈品”走向规模化商用。整体方向正从技术炫技转向价值交付，核心衡量标准是任务完成率、响应确定性与单位产出成本。
Agent体系与工程化,WebRTC,AGT12,为什么要用 WebRTC？它和 WebSocket 的区别是什么？各自适用场景？,"webrtc,websocket","WebRTC 主要用于实时音视频通信和点对点数据传输，其核心优势是低延迟、无中心服务器中转媒体流、支持NAT穿透和端到端加密。它基于UDP，内置JSEP协议、ICE、STUN/TURN，适合视频会议、在线教育、远程协作等对实时性要求高的场景。

WebSocket 是全双工通信协议，运行在TCP之上，提供浏览器与服务端之间的持久化文本或二进制消息通道，但不处理音视频编解码、抖动缓冲、丢包重传等实时媒体问题，适用于聊天、实时通知、协同编辑等需要可靠、有序消息的场景。

关键区别：WebRTC面向实时媒体与P2P数据，强调低延迟与自治连接；WebSocket面向服务端中心化、可靠消息传递。二者常互补使用——用WebSocket信令协商WebRTC连接，再由WebRTC承载音视频流。"
Agent体系与工程化,高可用,AGT13,Agent 服务高可用/稳健性怎么保证？（超时、重试、熔断、幂等、降级、观测）,"reliability,sre","我们通过多维度保障Agent服务的高可用与稳健性：  
超时：所有下游调用设置合理分级超时（如RPC 300ms、HTTP 800ms），避免线程阻塞；  
重试：对幂等性明确的失败（如网络超时、503）进行有限次指数退避重试，非幂等操作不自动重试；  
熔断：基于Hystrix或Resilience4j实现熔断器，错误率超阈值（如50%）自动熔断，休眠期后半开探测恢复；  
幂等：关键操作（如指令执行、状态变更）依赖唯一业务ID + 数据库唯一约束/Redis SetNX实现强幂等；  
降级：预置兜底逻辑（如返回缓存结果、默认策略、简化模型响应），支持配置中心动态开关；  
观测：全链路埋点+OpenTelemetry上报，集成Metrics（QPS、延迟、错误率）、Tracing（调用路径）、Logging（结构化日志），告警联动Prometheus+Alertmanager。  
所有策略均经过混沌工程验证，并纳入SLO保障体系。"
Agent体系与工程化,高并发,AGT14,LLM 服务并发太高怎么办？（限流、队列、优先级、动态路由、缓存、分层模型）,"concurrency,rate-limit",首先通过限流控制请求速率，如令牌桶或漏桶算法，防止突发流量压垮服务；其次引入异步队列（如Kafka/RabbitMQ）削峰填谷，解耦请求与处理；对请求按业务重要性设置优先级，保障高优任务低延迟；结合实时负载和模型性能指标，动态路由至空闲或匹配度更高的模型实例；对可缓存的高频、确定性查询（如固定问答、模板响应）使用LRU或TTL缓存；最后采用分层模型策略，简单请求由轻量模型快速响应，复杂请求才调度至大模型，实现资源分级利用。所有策略需配合监控告警与弹性扩缩容联动。
系统设计,分布式锁,SD01,短链系统的分布式锁怎么设计？（一致性、过期续租、幂等、容灾、热点）,"distributed-lock,shortlink","短链系统的分布式锁设计需兼顾高并发、低延迟与强一致性。核心采用Redisson的RedLock+看门狗机制，具体如下：

一致性：基于Redis集群部署多个独立节点，获取锁时需在大多数节点（N/2+1）成功加锁才视为成功，避免单点故障导致的脑裂问题；锁Key采用“shorturl:lock:{hash(short_url)}”做分片，降低热点。

过期续租：启用Redisson看门狗自动续期，默认30秒，业务线程活跃时每10秒续一次，避免因GC或网络抖动导致误释放；超时时间按最坏执行路径预估并预留缓冲。

幂等：锁Key绑定唯一业务ID（如原始长链+参数签名），且加锁前先查缓存/DB确认短链是否已存在，存在则直接返回，避免重复生成。

容灾：Redis集群故障时降级为本地Caffeine锁+限流熔断，同时异步写入MQ触发补偿任务；锁服务封装为独立SDK，支持配置化切换底层存储（如ZooKeeper备用方案）。

热点优化：对高频短链（如运营活动链接）采用“逻辑分桶+随机偏移”策略，将同一短链的锁请求分散到不同Redis分片；读多写少场景下，允许一定窗口内缓存穿透，用布隆过滤器前置拦截无效请求。"
系统设计,长文切割,SD02,给你一部长篇小说，怎么做文档切割？（章节/段落/实体、引用定位、层级索引）,"chunking,long-text","首先明确切割目标：服务于后续检索、摘要或RAG应用。  
结构化优先：按原始章节划分作为一级切片，保留标题、序号及元信息（如“第3章 暗涌”）；章节内若存在小节标题（如“3.1 雨夜”），则切为二级子块。  
段落级处理：避免硬截断，以完整语义为单位——单段不超过512字符，且不拆分列表、对话、代码块等结构化内容；长段落按标点（句号、问号、感叹号）在合理长度内切分，优先保全主谓宾完整。  
实体与引用定位：在切片时同步提取显式实体（人名、地名、组织名）及相对引用（如“前文提到的青鸾剑”“见第二章附录”），标注其原文位置（页码/行号/章节锚点），构建跨块索引。  
层级索引构建：建立三级索引树——根节点为书名，子节点为章节，叶子为段落块；每个块赋予唯一ID（如book_v1_ch3_p2），并关联实体标签、引用关系和向量化特征。  
全程保留原始偏移量与格式线索（如缩进、破折号），确保可逆回溯。"
